sequence_identifier;Domain;Phylum;Class;Order;Family;Genus;Species
OTU_1191;Bacteria;Acidobacteriota;Holophagae;Acanthopleuribacterales;Acanthopleuribacteraceae;Acanthopleuribacter;
OTU_1192;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;;
OTU_1193;Unclassified;;;;;;
OTU_1194;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rhodopirellula;
OTU_1195;Unclassified;;;;;;
OTU_1196;Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Marinicella;
OTU_1197;Unclassified;;;;;;
OTU_1198;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Parvularculaceae;;
OTU_1199;Bacteria;Desulfobacterota;uncultured;;;;
OTU_1200;Unclassified;;;;;;
OTU_1201;Unclassified;;;;;;
OTU_1202;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;
OTU_1203;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Azoarcus;
OTU_1204;Bacteria;Chloroflexi;Anaerolineae;SBR1031;A4b;;
OTU_1205;Bacteria;Proteobacteria;Gammaproteobacteria;;;;
OTU_1206;Bacteria;Chloroflexi;JG30-KF-CM66;;;;
OTU_1207;Unclassified;;;;;;
OTU_1208;Unclassified;;;;;;
OTU_1209;Unclassified;;;;;;
OTU_1210;Bacteria;Proteobacteria;Gammaproteobacteria;;;;
OTU_1211;Unclassified;;;;;;
OTU_1212;Bacteria;Proteobacteria;Gammaproteobacteria;AT-s2-59;;;
OTU_1213;Bacteria;Proteobacteria;Gammaproteobacteria;Ga0077536;;;
OTU_1214;Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanococcaceae;;
OTU_1215;Unclassified;;;;;;
OTU_1216;Bacteria;Planctomycetota;Pla3 lineage;;;;
OTU_1217;Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;
OTU_1218;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Spongiibacteraceae;BD1-7 clade;
OTU_1219;Unclassified;;;;;;
OTU_1220;Unclassified;;;;;;
OTU_1221;Bacteria;Planctomycetota;OM190;;;;
OTU_1222;Unclassified;;;;;;
OTU_1223;Unclassified;;;;;;
OTU_1224;Bacteria;Nitrospinota;Nitrospinia;Nitrospinales;Nitrospinaceae;uncultured;
OTU_1225;Bacteria;Desulfobacterota;Desulfuromonadia;Desulfuromonadales;Sva1033;;
OTU_1226;Unclassified;;;;;;
OTU_1227;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;;
OTU_1228;Bacteria;Latescibacterota;;;;;
OTU_1229;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;
OTU_1230;Bacteria;Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;;
OTU_1231;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rhodopirellula;
OTU_1232;Bacteria;PAUC34f;;;;;
OTU_1233;Unclassified;;;;;;
OTU_1234;Unclassified;;;;;;
OTU_1235;Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;Defluviicoccaceae;Defluviicoccus;
OTU_1236;Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;SM1A02;
OTU_1237;Unclassified;;;;;;
OTU_1238;Unclassified;;;;;;
OTU_1239;Bacteria;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales;;;
OTU_1240;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;uncultured;;
OTU_1241;Bacteria;;;;;;
OTU_1242;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured;
OTU_1243;Unclassified;;;;;;
OTU_1244;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Nitrincolaceae;uncultured;
OTU_1245;Unclassified;;;;;;
OTU_1246;Unclassified;;;;;;
OTU_1247;Bacteria;Chloroflexi;KD4-96;;;;
OTU_1248;Unclassified;;;;;;
OTU_1249;Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;FS142-36B-02;
OTU_1250;Unclassified;;;;;;
OTU_1251;Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfosarcinaceae;;
OTU_1252;Unclassified;;;;;;
OTU_1253;Bacteria;Proteobacteria;Gammaproteobacteria;;;;
OTU_1254;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Limibaculum;
OTU_1255;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula;
OTU_1256;Bacteria;Proteobacteria;Gammaproteobacteria;;;;
OTU_1257;Unclassified;;;;;;
OTU_1258;Unclassified;;;;;;
OTU_1259;Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;;
OTU_1260;Unclassified;;;;;;
OTU_1261;Unclassified;;;;;;
OTU_1262;Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella;
OTU_1263;Unclassified;;;;;;
OTU_1264;Unclassified;;;;;;
OTU_1265;Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella;
OTU_1266;Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;uncultured;;
OTU_1267;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;KI89A clade;;
OTU_1268;Bacteria;NB1-j;;;;;
OTU_1269;Unclassified;;;;;;
OTU_1270;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;;
OTU_1271;Bacteria;Proteobacteria;Gammaproteobacteria;JTB23;;;
OTU_1272;Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfosarcinaceae;;
OTU_1273;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;uncultured;
OTU_1274;Unclassified;;;;;;
OTU_1275;Unclassified;;;;;;
OTU_1276;Unclassified;;;;;;
OTU_1277;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rhodopirellula;
OTU_1278;Bacteria;Planctomycetota;BD7-11;;;;
OTU_1279;Bacteria;Proteobacteria;Gammaproteobacteria;Run-SP154;;;
OTU_1280;Unclassified;;;;;;
OTU_1281;Unclassified;;;;;;
OTU_1282;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;
OTU_1283;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;;
OTU_1284;Unclassified;;;;;;
OTU_1285;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prolixibacteraceae;;
OTU_1286;Unclassified;;;;;;
OTU_1287;Unclassified;;;;;;
OTU_1288;Unclassified;;;;;;
OTU_1289;Unclassified;;;;;;
OTU_1290;Unclassified;;;;;;
OTU_1291;Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;uncultured;
OTU_1292;Unclassified;;;;;;
OTU_1293;Bacteria;Planctomycetota;Pla4 lineage;;;;
OTU_1294;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996 marine group;
OTU_1295;Unclassified;;;;;;
OTU_1296;Bacteria;Proteobacteria;Gammaproteobacteria;UBA10353 marine group;;;
OTU_1297;Bacteria;Acidobacteriota;Acidobacteriae;PAUC26f;;;
OTU_1298;Bacteria;Planctomycetota;vadinHA49;;;;
OTU_1299;Unclassified;;;;;;
OTU_1300;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured;
OTU_1301;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;Planctomicrobium;
OTU_1302;Unclassified;;;;;;
OTU_1303;Bacteria;Calditrichota;Calditrichia;Calditrichales;Calditrichaceae;;
OTU_1304;Unclassified;;;;;;
OTU_1305;Unclassified;;;;;;
OTU_1306;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;KI89A clade;;
OTU_1307;Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta 2;
OTU_1308;Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfocapsaceae;;
OTU_1309;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;;
OTU_1310;Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;uncultured;;
OTU_1311;Unclassified;;;;;;
OTU_1312;Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;PS1 clade;;
OTU_1313;Unclassified;;;;;;
OTU_1314;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured;
OTU_1315;Bacteria;Planctomycetota;OM190;;;;
OTU_1316;Bacteria;Proteobacteria;Gammaproteobacteria;;;;
OTU_1317;Unclassified;;;;;;
OTU_1318;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Porticoccaceae;C1-B045;
OTU_1319;Bacteria;Planctomycetota;OM190;;;;
OTU_1320;Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;uncultured;;
OTU_1321;Unclassified;;;;;;
OTU_1322;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;;
OTU_1323;Unclassified;;;;;;
OTU_1324;Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;uncultured;;
OTU_1325;Bacteria;Planctomycetota;OM190;;;;
OTU_1326;Unclassified;;;;;;
OTU_1327;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula;
OTU_1328;Unclassified;;;;;;
OTU_1329;Unclassified;;;;;;
OTU_1330;Bacteria;Planctomycetota;Pla4 lineage;;;;
OTU_1331;Bacteria;Chloroflexi;Anaerolineae;SBR1031;;;
OTU_1332;Unclassified;;;;;;
OTU_1333;Unclassified;;;;;;
OTU_1334;Unclassified;;;;;;
OTU_1335;Unclassified;;;;;;
OTU_1336;Unclassified;;;;;;
OTU_1337;Bacteria;Proteobacteria;Gammaproteobacteria;uncultured;;;
OTU_1338;Bacteria;Deferrisomatota;Defferrisomatia;Defferrisomatales;Defferrisomataceae;Deferrisoma;
OTU_1339;Unclassified;;;;;;
OTU_1340;Bacteria;Planctomycetota;OM190;;;;
OTU_1341;Bacteria;Chloroflexi;Anaerolineae;Ardenticatenales;Ardenticatenaceae;uncultured;
OTU_1342;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;uncultured;;
OTU_1343;Bacteria;Planctomycetota;OM190;;;;
OTU_1344;Bacteria;Proteobacteria;Gammaproteobacteria;;;;
OTU_1345;Bacteria;Planctomycetota;OM190;;;;
OTU_1346;Bacteria;Bacteroidota;Kapabacteria;Kapabacteriales;;;
OTU_1347;Bacteria;Planctomycetota;OM190;;;;
OTU_1348;Bacteria;Proteobacteria;Gammaproteobacteria;F9P41300-M23;;;
OTU_1349;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;
OTU_1350;Bacteria;Proteobacteria;Gammaproteobacteria;;;;
OTU_1351;Unclassified;;;;;;
OTU_1352;Unclassified;;;;;;
OTU_1353;Unclassified;;;;;;
OTU_1354;Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;;
OTU_1355;Bacteria;Nitrospinota;Nitrospinia;Nitrospinales;Nitrospinaceae;LS-NOB;
OTU_1356;Unclassified;;;;;;
OTU_1357;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;;
OTU_1358;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;;
OTU_1359;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;;
OTU_1360;Unclassified;;;;;;
OTU_1361;Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;uncultured;
OTU_1362;Bacteria;Chloroflexi;Anaerolineae;Ardenticatenales;uncultured;;
OTU_1363;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;;
OTU_1364;Bacteria;Planctomycetota;OM190;;;;
OTU_1365;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;
OTU_1366;Bacteria;Planctomycetota;OM190;;;;
OTU_1367;Unclassified;;;;;;
OTU_1368;Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;uncultured;
OTU_1369;Unclassified;;;;;;
OTU_1370;Unclassified;;;;;;
OTU_1371;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula;
OTU_1372;Bacteria;NB1-j;;;;;
OTU_1373;Bacteria;NB1-j;;;;;
OTU_1374;Unclassified;;;;;;
OTU_1375;Unclassified;;;;;;
OTU_1376;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula;
OTU_1377;Unclassified;;;;;;
OTU_1378;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospiraceae;Magnetospira;
OTU_1379;Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;;;
OTU_1380;Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;;
OTU_1381;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula;
OTU_1382;Unclassified;;;;;;
OTU_1383;Unclassified;;;;;;
OTU_1384;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;;
OTU_1385;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;;
OTU_1386;Unclassified;;;;;;
OTU_1387;Unclassified;;;;;;
OTU_1388;Bacteria;Bacteroidota;Bacteroidia;Bacteroidetes VC2.1 Bac22;;;
OTU_1389;Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;uncultured;;
OTU_1390;Unclassified;;;;;;
OTU_1391;Unclassified;;;;;;
OTU_1392;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;
OTU_1393;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;uncultured;
OTU_1394;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured;
OTU_1395;Bacteria;Planctomycetota;Pla3 lineage;;;;
OTU_1396;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;;
OTU_1397;Bacteria;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales;;;
OTU_1398;Unclassified;;;;;;
OTU_1399;Unclassified;;;;;;
OTU_1400;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rhodopirellula;
OTU_1401;Bacteria;Proteobacteria;Gammaproteobacteria;;;;
OTU_1402;Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;P3OB-42;
OTU_1403;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;
OTU_1404;Unclassified;;;;;;
OTU_1405;Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;uncultured;
OTU_1406;Unclassified;;;;;;
OTU_1407;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;
OTU_1408;Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;uncultured;;
OTU_1409;Unclassified;;;;;;
OTU_1410;Unclassified;;;;;;
OTU_1411;Bacteria;SAR324 clade(Marine group B);;;;;
OTU_1412;Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;uncultured;
OTU_1413;Unclassified;;;;;;
OTU_1414;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;DEV007;;
OTU_1415;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Phaeodactylibacter;
OTU_1416;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;;
OTU_1417;Unclassified;;;;;;
OTU_1418;Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Urania-1B-19 marine sediment group;
OTU_1419;Unclassified;;;;;;
OTU_1420;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;;
OTU_1421;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula;
OTU_1422;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;;
OTU_1423;Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Woeseiaceae;Woeseia;
OTU_1424;Bacteria;Planctomycetota;OM190;;;;
OTU_1425;Unclassified;;;;;;
OTU_1426;Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta 2;
OTU_1427;Unclassified;;;;;;
OTU_1428;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;uncultured;
OTU_1429;Unclassified;;;;;;
OTU_1430;Unclassified;;;;;;
OTU_1431;Bacteria;Bacteroidota;Rhodothermia;Balneolales;Balneolaceae;uncultured;
OTU_1432;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;SH-PL14;
OTU_1433;Unclassified;;;;;;
OTU_1434;Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;uncultured;
OTU_1435;Bacteria;Planctomycetota;OM190;;;;
OTU_1436;Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Sulfurovaceae;Sulfurovum;
OTU_1437;Bacteria;Chloroflexi;Anaerolineae;SBR1031;A4b;;
OTU_1438;Unclassified;;;;;;
OTU_1439;Unclassified;;;;;;
OTU_1440;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;
OTU_1441;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Pseudahrensia;
OTU_1442;Unclassified;;;;;;
OTU_1443;Unclassified;;;;;;
OTU_1444;Bacteria;Proteobacteria;Gammaproteobacteria;Run-SP154;;;
OTU_1445;Unclassified;;;;;;
OTU_1446;Bacteria;Proteobacteria;Gammaproteobacteria;;;;
OTU_1447;Unclassified;;;;;;
OTU_1448;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pir4 lineage;
OTU_1449;Unclassified;;;;;;
OTU_1450;Unclassified;;;;;;
OTU_1451;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Lewinella;
OTU_1452;Unclassified;;;;;;
OTU_1453;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;
OTU_1454;Unclassified;;;;;;
OTU_1455;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;;
OTU_1456;Unclassified;;;;;;
OTU_1457;Unclassified;;;;;;
OTU_1458;Unclassified;;;;;;
OTU_1459;Unclassified;;;;;;
OTU_1460;Bacteria;Proteobacteria;Gammaproteobacteria;;;;
OTU_1461;Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thiothrix;
OTU_1462;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Lewinella;
OTU_1463;Unclassified;;;;;;
OTU_1464;Bacteria;Chloroflexi;Anaerolineae;Ardenticatenales;uncultured;;
OTU_1465;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Fulvivirga;
OTU_1466;Bacteria;Proteobacteria;Gammaproteobacteria;uncultured;;;
OTU_1467;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;
OTU_1468;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;uncultured;
OTU_1469;Bacteria;Proteobacteria;Gammaproteobacteria;HOC36;;;
OTU_1470;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae;Kocuria;
OTU_1471;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Gimesiaceae;uncultured;
OTU_1472;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rhodopirellula;
OTU_1473;Unclassified;;;;;;
OTU_1474;Bacteria;Desulfobacterota;Desulfuromonadia;Desulfuromonadales;Geopsychrobacteraceae;Desulfuromusa;
OTU_1475;Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales;Omnitrophaceae;Candidatus;Omnitrophus
OTU_1476;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;uncultured;
OTU_1477;Unclassified;;;;;;
OTU_1478;Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfobulbaceae;Desulfobulbus;
OTU_1479;Unclassified;;;;;;
OTU_1480;Unclassified;;;;;;
OTU_1481;Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;Bacteriovoracaceae;;
OTU_1482;Unclassified;;;;;;
OTU_1483;Bacteria;Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;;
