sequence_identifier;Domain;Phylum;Class;Order;Family;Genus
OTU_347;Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Marinicella
OTU_348;Unclassified;;;;;
OTU_349;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Gven-F17;
OTU_350;Unclassified;;;;;
OTU_351;Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;uncultured;
OTU_352;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;uncultured
OTU_353;Unclassified;;;;;
OTU_354;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pir4 lineage
OTU_355;Unclassified;;;;;
OTU_356;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;;
OTU_357;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
OTU_358;Unclassified;;;;;
OTU_359;Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfobacteraceae;Desulfobacter
OTU_360;Bacteria;Acidobacteriota;Subgroup 22;;;
OTU_361;Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfocapsaceae;
OTU_362;Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;uncultured
OTU_363;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
OTU_364;Bacteria;Proteobacteria;Gammaproteobacteria;;;
OTU_365;Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;SAR116 clade;
OTU_366;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Gimesiaceae;uncultured
OTU_367;Bacteria;Bacteroidota;Rhodothermia;Rhodothermales;Rhodothermaceae;uncultured
OTU_368;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;
OTU_369;Bacteria;Proteobacteria;Alphaproteobacteria;;;
OTU_370;Unclassified;;;;;
OTU_371;Bacteria;Latescibacterota;;;;
OTU_372;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula
OTU_373;Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;
OTU_374;Bacteria;Proteobacteria;Gammaproteobacteria;Milano-WF1B-44;;
OTU_375;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula
OTU_376;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;uncultured
OTU_377;Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;;
OTU_378;Bacteria;Acidobacteriota;Subgroup 22;;;
OTU_379;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;
OTU_380;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Candidatus Thiobios
OTU_381;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula
OTU_382;Bacteria;Acidobacteriota;Subgroup 22;;;
OTU_383;Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;Nannocystis
OTU_384;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;DEV007;
OTU_385;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;
OTU_386;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;uncultured
OTU_387;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;;
OTU_388;Unclassified;;;;;
OTU_389;Bacteria;Latescibacterota;;;;
OTU_390;Bacteria;Proteobacteria;Gammaproteobacteria;;;
OTU_391;Bacteria;Proteobacteria;Gammaproteobacteria;;;
OTU_392;Bacteria;Proteobacteria;Gammaproteobacteria;uncultured;;
OTU_393;Unclassified;;;;;
OTU_394;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;;
OTU_395;Unclassified;;;;;
OTU_396;Unclassified;;;;;
OTU_397;Unclassified;;;;;
OTU_398;Bacteria;Myxococcota;Polyangia;PS-B29;;
OTU_399;Unclassified;;;;;
OTU_400;Unclassified;;;;;
OTU_401;Unclassified;;;;;
OTU_402;Bacteria;Proteobacteria;Gammaproteobacteria;;;
OTU_403;Bacteria;Dadabacteria;Dadabacteriia;Dadabacteriales;;
OTU_404;Unclassified;;;;;
OTU_405;Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;SM1A02
OTU_406;Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;Actinomarinaceae;Candidatus Actinomarina
OTU_407;Bacteria;Proteobacteria;Gammaproteobacteria;HOC36;;
OTU_408;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Spongiibacteraceae;BD1-7 clade
OTU_409;Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira
OTU_410;Bacteria;Proteobacteria;Gammaproteobacteria;;;
OTU_411;Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;SAR116 clade;
OTU_412;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;;
OTU_413;Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;SZB85
OTU_414;Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira
OTU_415;Bacteria;Proteobacteria;Gammaproteobacteria;;;
OTU_416;Unclassified;;;;;
OTU_417;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Methylophilaceae;OM43 clade
OTU_418;Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Halodesulfovibrio
OTU_419;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Pseudofulvibacter
OTU_420;Bacteria;Proteobacteria;Alphaproteobacteria;;;
OTU_421;Unclassified;;;;;
OTU_422;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;
OTU_423;Unclassified;;;;;
OTU_424;Unclassified;;;;;
OTU_425;Unclassified;;;;;
OTU_426;Unclassified;;;;;
OTU_427;Unclassified;;;;;
OTU_428;Bacteria;Planctomycetota;Pla4 lineage;;;
OTU_429;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;
OTU_430;Unclassified;;;;;
OTU_431;Bacteria;Myxococcota;Polyangia;;;
OTU_432;Unclassified;;;;;
OTU_433;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured
OTU_434;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
OTU_435;Unclassified;;;;;
OTU_436;Unclassified;;;;;
OTU_437;Unclassified;;;;;
OTU_438;Unclassified;;;;;
OTU_439;Bacteria;Acidobacteriota;Subgroup 22;;;
OTU_440;Unclassified;;;;;
OTU_441;Bacteria;NB1-j;;;;
OTU_442;Bacteria;Planctomycetota;OM190;;;
OTU_443;Bacteria;Planctomycetota;vadinHA49;;;
OTU_444;Unclassified;;;;;
OTU_445;Unclassified;;;;;
OTU_446;Bacteria;Chloroflexi;Anaerolineae;SBR1031;;
OTU_447;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
OTU_448;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Sedimenticolaceae;Sedimenticola
OTU_449;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;uncultured;
OTU_450;Unclassified;;;;;
OTU_451;Unclassified;;;;;
OTU_452;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;uncultured
OTU_453;Unclassified;;;;;
OTU_454;Bacteria;Planctomycetota;Pla4 lineage;;;
OTU_455;Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Woeseiaceae;Woeseia
OTU_456;Bacteria;Planctomycetota;OM190;;;
OTU_457;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;Planctomicrobium
OTU_458;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured
OTU_459;Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;Defluviicoccaceae;Defluviicoccus
OTU_460;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Cohaesibacter
OTU_461;Unclassified;;;;;
OTU_462;Bacteria;Planctomycetota;OM190;;;
OTU_463;Unclassified;;;;;
OTU_464;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;
OTU_465;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula
OTU_466;Bacteria;Proteobacteria;Alphaproteobacteria;uncultured;;
OTU_467;Unclassified;;;;;
OTU_468;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10
OTU_469;Bacteria;Proteobacteria;Alphaproteobacteria;;;
OTU_470;Unclassified;;;;;
OTU_471;Unclassified;;;;;
OTU_472;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Lewinella
OTU_473;Unclassified;;;;;
OTU_474;Unclassified;;;;;
OTU_475;Bacteria;Bacteroidota;Kapabacteria;Kapabacteriales;;
OTU_476;Unclassified;;;;;
OTU_477;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10
OTU_478;Bacteria;Proteobacteria;Alphaproteobacteria;;;
OTU_479;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pir4 lineage
OTU_480;Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;uncultured;
OTU_481;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured
OTU_482;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured
OTU_483;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
OTU_484;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Lewinella
OTU_485;Bacteria;SAR324 clade(Marine group B);;;;
OTU_486;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured
OTU_487;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;
OTU_488;Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;uncultured
OTU_489;Bacteria;Proteobacteria;Gammaproteobacteria;;;
OTU_490;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;
OTU_491;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;
OTU_492;Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;uncultured;
OTU_493;Unclassified;;;;;
OTU_494;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;Planctomicrobium
OTU_495;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured
OTU_496;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Henriciella
OTU_497;Unclassified;;;;;
OTU_498;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Colwelliaceae;Thalassotalea
OTU_499;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Shewanellaceae;Psychrobium
OTU_500;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Nitrincolaceae;
OTU_501;Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Arcobacteraceae;
OTU_502;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pseudoalteromonadaceae;
OTU_503;Unclassified;;;;;
OTU_504;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Colwelliaceae;
OTU_505;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
OTU_506;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methyloligellaceae;uncultured
OTU_507;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;uncultured;
OTU_508;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula
OTU_509;Unclassified;;;;;
OTU_510;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;
OTU_511;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;DEV007;
OTU_512;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;uncultured
OTU_513;Unclassified;;;;;
OTU_514;Bacteria;NB1-j;;;;
OTU_515;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;KI89A clade;
OTU_516;Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;uncultured
OTU_517;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;
OTU_518;Unclassified;;;;;
OTU_519;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Candidatus Aquiluna
OTU_520;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
OTU_521;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Aureisphaera
OTU_522;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;NS9 marine group;
OTU_523;Unclassified;;;;;
OTU_524;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;Pelagibius
OTU_525;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
OTU_526;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;
OTU_527;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;Planctomicrobium
OTU_528;Unclassified;;;;;
OTU_529;Unclassified;;;;;
OTU_530;Unclassified;;;;;
OTU_531;Unclassified;;;;;
OTU_532;Unclassified;;;;;
OTU_533;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;
OTU_534;Unclassified;;;;;
OTU_535;Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;NS11-12 marine group;
OTU_536;Unclassified;;;;;
OTU_537;Bacteria;Myxococcota;Polyangia;Haliangiales;Haliangiaceae;Haliangium
OTU_538;Unclassified;;;;;
OTU_539;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Colwelliaceae;Colwellia
OTU_540;Unclassified;;;;;
OTU_541;Unclassified;;;;;
OTU_542;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Portibacter
OTU_543;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;Planctomicrobium
OTU_544;Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;EF100-94H03;
OTU_545;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996 marine group
OTU_546;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pir4 lineage
OTU_547;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Silicimonas
OTU_548;Unclassified;;;;;
OTU_549;Unclassified;;;;;
OTU_550;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas
OTU_551;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Fabibacter
OTU_552;Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfocapsaceae;
OTU_553;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Portibacter
OTU_554;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;;
OTU_555;Bacteria;Planctomycetota;028H05-P-BN-P5;;;
OTU_556;Unclassified;;;;;
OTU_557;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula
OTU_558;Bacteria;Planctomycetota;Pla4 lineage;;;
OTU_559;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;
OTU_560;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;
OTU_561;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Reichenbachiella
OTU_562;Unclassified;;;;;
OTU_563;Unclassified;;;;;
OTU_564;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;uncultured
OTU_565;Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta 2
OTU_566;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
OTU_567;Bacteria;Proteobacteria;Gammaproteobacteria;Tenderiales;Tenderiaceae;Candidatus Tenderia
OTU_568;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;
OTU_569;Bacteria;Bacteroidota;Ignavibacteria;Ignavibacteriales;Melioribacteraceae;IheB3-7
OTU_570;Unclassified;;;;;
OTU_571;Unclassified;;;;;
OTU_572;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rubripirellula
OTU_573;Unclassified;;;;;
OTU_574;Bacteria;;;;;
OTU_575;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured
OTU_576;Unclassified;;;;;
OTU_577;Unclassified;;;;;
OTU_578;Unclassified;;;;;
OTU_579;Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;uncultured
OTU_580;Bacteria;Gemmatimonadota;BD2-11 terrestrial group;;;
OTU_581;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;
OTU_582;Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;
OTU_583;Unclassified;;;;;
OTU_584;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 23
OTU_585;Bacteria;Actinobacteriota;Actinobacteria;Kineosporiales;Kineosporiaceae;
OTU_586;Unclassified;;;;;
OTU_587;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
OTU_588;Unclassified;;;;;
OTU_589;Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella
OTU_590;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured
OTU_591;Unclassified;;;;;
OTU_592;Bacteria;Myxococcota;Polyangia;Polyangiales;Eel-36e1D6;
OTU_593;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;Planctomicrobium
OTU_594;Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;
OTU_595;Unclassified;;;;;
OTU_596;Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;AqS1
OTU_597;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
OTU_598;Bacteria;Proteobacteria;Gammaproteobacteria;pItb-vmat-80;;
OTU_599;Bacteria;Desulfobacterota;Desulfuromonadia;Bradymonadales;;
OTU_600;Unclassified;;;;;
OTU_601;Unclassified;;;;;
OTU_602;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prolixibacteraceae;
OTU_603;Bacteria;Proteobacteria;Gammaproteobacteria;EPR3968-O8a-Bc78;;
OTU_604;Unclassified;;;;;
OTU_605;Unclassified;;;;;
OTU_606;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;KI89A clade;
OTU_607;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula
OTU_608;Bacteria;Bacteroidota;Kryptonia;Kryptoniales;MSB-3C8;
OTU_609;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured
OTU_610;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis;Anderseniella
OTU_611;Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;P3OB-42
OTU_612;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;OM182 clade;
OTU_613;Unclassified;;;;;
OTU_614;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;uncultured
OTU_615;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rhodopirellula
OTU_616;Bacteria;Latescibacterota;;;;
OTU_617;Unclassified;;;;;
OTU_618;Unclassified;;;;;
OTU_619;Unclassified;;;;;
OTU_620;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;uncultured
OTU_621;Bacteria;Bacteroidota;Ignavibacteria;Ignavibacteriales;Melioribacteraceae;IheB3-7
OTU_622;Bacteria;Myxococcota;Polyangia;Haliangiales;Haliangiaceae;Haliangium
OTU_623;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;
OTU_624;Bacteria;WPS-2;;;;
OTU_625;Unclassified;;;;;
OTU_626;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Litoricolaceae;Litoricola
OTU_627;Unclassified;;;;;
OTU_628;Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Woeseiaceae;Woeseia
OTU_629;Bacteria;Planctomycetota;OM190;;;
OTU_630;Unclassified;;;;;
OTU_631;Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella
OTU_632;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
OTU_633;Bacteria;Dadabacteria;Dadabacteriia;Dadabacteriales;;
OTU_634;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;uncultured;
OTU_635;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured
OTU_636;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10
OTU_637;Unclassified;;;;;
OTU_638;Bacteria;Planctomycetota;vadinHA49;;;
OTU_639;Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfosarcinaceae;SEEP-SRB1
OTU_640;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Candidatus Megaira
OTU_641;Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;EF100-94H03;
OTU_642;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;
OTU_643;Unclassified;;;;;
OTU_644;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;KI89A clade;
OTU_645;Unclassified;;;;;
OTU_646;Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;Bacteriovoracaceae;
OTU_647;Unclassified;;;;;
OTU_648;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured
OTU_649;Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;uncultured
OTU_650;Bacteria;Planctomycetota;028H05-P-BN-P5;;;
OTU_651;Unclassified;;;;;
OTU_652;Unclassified;;;;;
OTU_653;Unclassified;;;;;
OTU_654;Bacteria;Gemmatimonadota;BD2-11 terrestrial group;;;
OTU_655;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Hydrogenophilaceae;Hydrogenophilus
OTU_656;Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;Tepidisphaeraceae;
OTU_657;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
OTU_658;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;Vicingus
OTU_659;Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;Bacteriovoracaceae;Peredibacter
OTU_660;Bacteria;Planctomycetota;Pla4 lineage;;;
OTU_661;Bacteria;Proteobacteria;Gammaproteobacteria;;;
OTU_662;Unclassified;;;;;
OTU_663;Unclassified;;;;;
OTU_664;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula
OTU_665;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;
OTU_666;Bacteria;SAR324 clade(Marine group B);;;;
OTU_667;Bacteria;Proteobacteria;Gammaproteobacteria;HOC36;;
OTU_668;Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;uncultured;
OTU_669;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Roseibacillus
OTU_670;Unclassified;;;;;
OTU_671;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS5 marine group
OTU_672;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
OTU_673;Bacteria;Planctomycetota;OM190;;;
OTU_674;Bacteria;Acidobacteriota;Holophagae;Acanthopleuribacterales;Acanthopleuribacteraceae;Acanthopleuribacter
OTU_675;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
OTU_676;Unclassified;;;;;
OTU_677;Bacteria;Latescibacterota;;;;
OTU_678;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10
OTU_679;Bacteria;Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;
OTU_680;Bacteria;Desulfobacterota;uncultured;;;
OTU_681;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rhodopirellula
OTU_682;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Roseibacillus
OTU_683;Bacteria;PAUC34f;;;;
OTU_684;Unclassified;;;;;
OTU_685;Unclassified;;;;;
OTU_686;Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;Defluviicoccaceae;Defluviicoccus
OTU_687;Bacteria;Proteobacteria;Gammaproteobacteria;;;
OTU_688;Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;SM1A02
OTU_689;Unclassified;;;;;
OTU_690;Unclassified;;;;;
OTU_691;Bacteria;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales;;
OTU_692;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;uncultured
OTU_693;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;uncultured;
OTU_694;Bacteria;Proteobacteria;Gammaproteobacteria;HOC36;;
OTU_695;Bacteria;Proteobacteria;Gammaproteobacteria;B2M28;;
OTU_696;Bacteria;;;;;
OTU_697;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured
OTU_698;Bacteria;Proteobacteria;Gammaproteobacteria;;;
OTU_699;Unclassified;;;;;
OTU_700;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Nitrincolaceae;uncultured
OTU_701;Unclassified;;;;;
OTU_702;Bacteria;Acidobacteriota;Acidobacteriae;PAUC26f;;
OTU_703;Unclassified;;;;;
OTU_704;Unclassified;;;;;
OTU_705;Bacteria;Chloroflexi;Anaerolineae;SBR1031;A4b;
OTU_706;Bacteria;Chloroflexi;KD4-96;;;
OTU_707;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;uncultured;
OTU_708;Unclassified;;;;;
OTU_709;Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;FS142-36B-02
